# Comment
#OTU ID	Smpl1	Smpl2	Smpl3	Smpl4	Smpl5	Smpl6	Smpl7	Smpl8	Smpl9	Smpl10	Smpl11	Smpl12	Smpl13	Smpl14	Smpl15	Smpl16	Smpl17	Smpl18	Smpl19	Smpl20	taxonomy
176113	96	17	45	119	39	67	77	18	77	46	63	71	55	59	94	78	19	84	73	60	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
988202	201	111	240	187	53	214	242	83	230	177	189	266	105	203	263	244	86	183	163	212	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella
2833757	513	143	815	164	140	465	341	172	328	466	521	392	748	312	571	261	170	307	469	574	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
180462	21	7	37	46	3	0	0	15	18	25	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
308386	0	0	0	0	0	0	0	0	0	0	21	1	0	0	0	1	3	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
198273	0	0	0	0	0	0	0	0	0	0	19	2	17	22	9	67	23	25	10	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
591439	0	0	18	7	1	16	4	5	11	0	0	13	14	0	19	0	0	0	0	14	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
183969	163	159	120	134	172	132	272	180	259	396	222	0	207	280	337	293	127	45	310	281	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales; f__; g__; s__
355510	174	68	71	123	33	115	73	86	67	107	94	58	98	103	76	112	31	106	92	100	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
193951	0	2	0	0	0	0	6	0	0	8	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
290284	0	0	0	0	2	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
182264	28	28	52	70	29	34	59	48	46	41	59	36	31	82	67	59	12	73	40	48	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
180754	106	0	216	84	18	0	170	0	89	175	150	90	44	0	219	0	16	102	133	28	k__Bacteria; p__Firmicutes; c__Clostridia; o__; f__; g__; s__
190961	0	0	0	7	0	0	7	1	1	0	131	50	92	73	86	42	42	32	85	36	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
187038	0	0	0	0	0	0	0	0	0	0	193	176	294	176	104	185	62	233	84	259	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
185390	0	0	0	0	0	0	0	0	0	0	6	18	6	0	0	0	7	0	0	5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
327218	31	25	0	26	14	64	64	31	18	79	23	45	89	31	32	38	14	41	40	16	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
181860	15	1	0	23	1	0	9	0	33	0	77	29	94	76	0	41	27	21	92	60	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
199681	125	71	236	292	22	159	105	120	388	208	136	210	143	65	204	289	82	110	225	230	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
180037	0	0	0	0	0	0	0	0	0	0	0	8	0	7	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
197624	0	0	0	0	0	4	0	0	16	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia
295194	4844	3037	5608	3636	1841	7462	6194	2540	4425	5286	3962	4016	4436	7140	4693	7069	2401	6903	6317	5846	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__[Coprobacillaceae]; g__Catenibacterium; s__
4373641	0	0	3	0	5	0	17	10	6	2	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__; s__
194097	111	44	52	101	20	74	92	57	74	83	81	82	90	110	122	66	35	68	98	71	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
189887	178	92	258	215	12	285	199	64	188	200	350	230	76	151	283	226	76	145	152	104	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
176080	181	61	108	81	39	97	166	63	187	135	110	109	108	181	150	205	53	99	200	160	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
345730	0	0	11	1	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__
366752	0	4	132	64	32	86	119	98	192	0	140	111	174	118	117	89	51	5	64	147	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
196731	0	0	0	0	0	0	0	0	0	0	70	51	77	67	61	80	12	39	42	41	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
174045	0	40	57	9	36	71	118	63	89	141	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
188789	0	0	0	0	0	0	0	0	0	0	132	97	261	271	249	229	48	336	79	152	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
190529	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
296900	0	0	2	0	0	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
175148	1161	258	908	1646	396	1066	653	449	1082	940	606	554	330	854	1150	626	183	604	719	714	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
192347	769	375	825	792	100	621	792	223	401	373	821	307	1255	556	424	486	279	694	885	1008	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
191393	5	11	28	0	0	5	0	0	0	10	6	2	6	0	3	14	5	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
180658	0	6	14	0	2	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
3530697	29	0	37	51	19	37	0	12	26	13	0	0	0	11	4	6	0	11	0	6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
193797	0	0	0	0	0	0	0	0	0	0	456	220	336	618	600	309	89	394	4	396	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
194497	31	8	76	100	21	18	0	31	31	68	48	0	65	84	0	60	27	134	15	95	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
347690	2	0	0	0	0	0	2	0	0	1	3	0	0	1	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
181672	466	74	167	0	57	298	449	118	331	209	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
307238	707	249	510	658	288	539	242	443	82	491	682	999	546	842	137	582	28	398	716	595	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
185759	0	0	0	0	0	0	0	0	0	0	51	80	18	23	4	73	22	79	23	55	k__Bacteria; p__Firmicutes; c__Clostridia; o__; f__; g__; s__
189478	30	51	3	41	9	18	29	14	6	48	128	67	70	138	148	113	31	191	120	99	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
174607	68	20	22	31	17	74	48	34	43	72	0	0	0	8	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
42931	1437	943	842	1358	622	2046	1853	880	1717	1624	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae
799573	194	62	139	217	38	115	119	119	113	62	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__
175550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
187796	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	16	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
174143	0	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
950828	95	47	45	0	22	79	18	22	35	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__; s__
365933	0	0	0	0	0	0	0	0	0	0	84	57	62	13	120	30	21	46	93	39	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales; f__Coriobacteriaceae
182986	127	69	142	98	55	148	185	62	136	108	160	105	144	159	141	156	44	129	139	101	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
174379	87	13	70	108	6	0	6	41	8	5	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
4373642	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
182167	0	0	0	0	0	0	0	0	0	0	76	79	57	47	79	73	28	57	106	63	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
4335578	3573	572	4318	3938	1352	3893	3659	442	2309	3158	107	90	80	92	75	98	59	147	64	139	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
182149	3	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
328727	574	244	276	414	146	854	691	183	423	452	404	366	438	74	1032	574	170	158	650	397	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__garvieae
206574	382	383	750	395	152	316	208	381	812	759	889	700	873	292	696	449	58	887	854	890	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
176008	208	64	163	252	45	170	215	93	148	139	218	169	160	151	154	210	45	223	182	105	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
188008	2	97	416	435	187	272	196	71	255	310	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
4341534	19	0	12	0	6	1	0	6	15	9	3	9	5	12	5	1	0	0	0	7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
76547	0	0	0	0	0	0	0	0	0	0	98	43	94	66	68	79	29	72	31	73	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
182107	292	267	27	504	84	346	309	50	218	284	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
4465284	0	0	0	0	0	0	0	0	0	0	1158	710	1013	888	974	932	230	1133	644	770	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
198910	0	0	0	0	0	0	0	0	0	0	3	0	9	27	0	19	6	0	0	5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
350297	86	30	180	86	3	30	22	50	73	64	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
181929	0	0	0	0	0	0	0	0	0	0	18	0	12	0	0	0	6	0	16	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
187355	54	1	55	50	21	58	86	26	45	36	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
2051184	6	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__
183654	0	0	2	0	0	0	0	7	0	0	0	0	0	0	10	6	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales; f__; g__; s__
189539	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	9	0	1	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
179585	0	39	174	108	28	0	116	6	68	0	178	125	61	86	140	215	28	233	117	106	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
308057	0	0	0	0	0	0	0	0	0	0	290	94	95	408	75	145	78	196	155	222	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
30872	10	19	0	39	5	12	0	53	81	40	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
178557	42	23	49	67	20	60	50	37	55	64	150	119	0	150	163	136	23	89	88	102	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
175962	806	351	497	746	265	1068	553	527	679	760	7	43	6	21	12	2	0	33	16	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
179137	37	44	123	101	38	81	109	64	109	87	88	113	88	97	107	69	24	71	81	97	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
175280	7	0	6	9	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
4396292	12	28	30	55	13	0	64	18	15	11	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
195719	586	379	561	382	163	571	600	392	295	653	382	224	216	450	478	0	168	181	270	95	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales; f__; g__; s__
180801	1182	601	884	864	331	735	698	420	343	757	985	725	471	718	832	810	418	748	924	873	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales; f__; g__; s__
2582660	176	119	244	133	118	257	163	124	130	206	211	185	87	99	67	127	82	215	180	125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales; f__; g__; s__
318569	4	0	0	5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
291315	0	0	0	0	0	0	0	0	0	0	56	98	18	35	24	18	7	45	2	70	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__; s__
196572	0	0	0	0	0	0	0	0	0	0	45	44	37	39	53	87	26	34	22	68	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
183241	0	0	0	0	0	0	0	0	0	0	60	50	42	47	15	32	20	28	62	34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__
174299	0	0	0	0	0	0	0	0	0	0	20	19	43	0	0	29	4	65	53	65	k__Bacteria; p__Firmicutes; c__Clostridia
178420	1127	301	482	614	252	756	635	390	925	620	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
198151	53	22	0	70	14	137	95	22	51	131	0	21	11	50	0	22	0	22	0	15	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
174588	0	0	0	0	0	0	0	0	0	0	146	132	147	100	63	126	37	105	43	49	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
177061	75	31	76	74	25	77	61	42	54	63	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__; f__; g__; s__
189403	0	13	0	13	0	14	0	0	29	12	17	32	21	12	0	45	1	4	31	32	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
187882	12898	3377	5670	2690	2506	3395	581	0	1817	4681	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
819181	3	4	0	5	3	0	1	0	0	0	3	0	6	6	0	6	1	5	6	4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
4387208	733	359	342	977	350	989	650	199	971	775	787	533	799	670	824	188	134	806	796	703	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
181573	0	0	0	0	0	0	0	0	0	0	39	0	66	0	6	14	17	29	0	41	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__
342467	10	6	12	6	4	6	12	3	6	11	11	9	5	0	2	3	5	4	5	16	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__biforme
254446	0	0	0	0	0	0	0	0	0	0	1566	782	619	224	1236	950	627	979	1070	1570	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__
193089	392	123	373	21	151	248	270	65	244	155	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
180285	58	9	30	79	23	36	21	33	61	62	50	70	96	53	67	68	18	57	30	27	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
194567	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
757622	0	0	0	16	0	0	16	0	0	3	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella
184036	0	0	0	0	0	0	0	0	0	0	27	25	7	15	77	16	8	3	0	31	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
188861	30	2	0	12	4	12	19	5	8	19	0	3	11	11	0	28	0	13	16	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
182456	0	0	0	0	0	0	0	0	0	0	173	118	60	183	139	156	43	71	62	248	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
179727	4	6	1	0	1	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
177704	88	11	62	20	14	47	42	23	50	26	48	8	51	54	70	41	22	52	65	24	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
178664	31	2	2	0	0	0	0	0	0	18	26	11	17	17	35	0	6	0	39	24	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales; f__; g__; s__
301812	0	0	0	0	0	10	2	5	6	5	0	0	7	8	0	0	0	0	0	18	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
235262	177	41	137	91	34	63	130	43	119	72	82	67	115	141	73	142	38	98	86	134	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
196271	47	65	46	89	29	16	0	8	33	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
175619	0	0	0	0	0	0	0	0	0	0	37	51	6	25	40	13	1	0	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus
1079866	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
4342682	561	250	319	324	147	398	420	140	536	369	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
178675	88	81	22	177	60	176	103	48	163	112	92	120	78	158	191	137	60	166	99	177	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
848615	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__; f__; g__; s__
257492	0	0	0	0	0	0	0	0	0	0	371	46	548	303	312	638	108	174	255	481	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae
336275	160	55	53	223	74	14	51	26	143	127	21	9	49	23	74	23	15	4	49	45	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
188707	23	22	24	27	8	16	40	12	29	7	2775	1657	2771	3663	1441	151	791	2638	3126	1260	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
309795	30	29	14	27	0	77	44	11	8	24	2	66	25	2	56	28	0	77	60	80	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
193446	42	13	46	125	30	65	64	41	64	170	41	60	51	100	103	91	35	122	136	84	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
4381092	0	1	0	0	0	0	10	0	0	0	0	0	8	8	11	0	0	0	0	12	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
210262	49	78	166	179	63	102	108	29	139	158	101	140	129	184	201	131	32	188	182	126	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
515632	41	21	12	22	17	30	17	18	55	57	50	58	59	23	21	4	12	18	25	74	k__Bacteria; p__Firmicutes; c__Clostridia; o__; f__; g__; s__
228748	0	0	1	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	3	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
215855	274	69	318	251	93	335	210	60	211	189	169	300	109	258	76	244	98	233	207	215	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
197326	0	5	14	5	0	3	0	0	0	0	1	0	0	0	5	0	0	0	0	5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales; f__; g__; s__
197698	0	0	0	0	0	0	0	0	0	0	331	739	749	599	824	556	419	894	637	1232	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
525215	0	0	0	0	0	0	0	0	0	0	502	241	436	256	330	231	41	265	252	192	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
190637	16	0	21	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
191555	0	0	0	0	0	11	8	0	0	5	0	0	0	4	1	11	6	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
182354	0	0	0	0	0	0	0	0	0	0	5991	9322	4017	9533	3768	5418	3137	2538	4501	7648	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
177986	33	6	28	12	15	17	0	30	46	53	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__; f__; g__; s__
180637	1880	858	2219	1970	761	2063	1577	1133	1075	1628	1955	1498	1868	1134	1942	1927	745	1888	2074	1722	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
348642	0	0	0	0	0	0	0	0	0	0	2	0	5	10	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia
929836	47	50	97	74	33	61	0	50	59	68	75	72	31	129	93	34	40	66	97	121	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__[Coprobacillaceae]; g__Coprobacillus; s__
191797	105	77	23	63	47	35	18	59	66	48	53	3	20	99	49	21	0	93	77	71	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
181139	18	0	16	12	1	13	27	10	8	6	15	0	11	6	0	0	0	2	0	6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
312509	0	0	8	1	9	0	0	5	0	0	8	0	2	17	0	5	0	15	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
190453	22	5	8	18	2	16	16	20	17	25	15	0	0	0	5	0	6	28	9	5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
181644	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
4441081	12	1	4	1	7	5	10	1	3	4	0	6	12	15	0	12	0	0	8	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales; f__Coriobacteriaceae
