#OTU ID	Sample.1	Sample.2	Sample.3	Sample.4	Sample.5	Sample.6	Sample.7	Sample.8	Sample.9	Sample.10	Sample.11	Sample.12	Sample.13	Sample.14	Sample.15	Sample.16	Sample.17	Sample.18	Sample.19	Sample.20	Sample.21	Sample.22	Sample.23	Sample.24	Sample.25	Sample.26	Sample.27	Sample.28	Sample.29	Sample.30	Sample.31	Sample.32	Sample.33	Sample.34	Sample.35	Sample.36	taxonomy
197112	160	0	3	8	3	44	1	8	1	1	98	0	253	7	12	38	0	6	159	2	1	8	1	66	1	16	3	1	98	0	320	7	12	47	0	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus;
329096	9	0	0	135	0	4	5	0	124	59	5	3	15	0	2	5	163	5	9	6	0	135	0	5	5	0	303	46	5	3	26	0	2	4	87	4	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae;
314915	0	0	0	0	1	382	0	0	0	74	2	3	0	0	0	0	127	0	0	0	0	0	0	524	0	0	0	52	2	3	0	0	0	0	67	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides;
176954	93	0	19	1	14	67	11	0	5	2	71	14	37	7	150	34	1	144	94	0	11	1	12	93	11	0	8	2	71	14	44	7	150	40	0	98	k__Bacteria; p__Firmicutes; c__Clostridia;
173883	0	0	0	23	2	1	28	33	8	0	230	0	203	33	0	28	22	4	0	0	0	23	2	1	28	54	18	0	232	0	263	33	0	31	13	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae;
873174	7	3	14	2	1	411	6	1	0	6	50	0	1	0	0	1	0	28	7	21	5	2	1	578	6	3	0	3	50	0	1	0	0	2	0	21	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella;
176014	2	1	0	1	19	2	0	1	0	0	249	4	1	73	352	1	0	1	2	1	0	1	14	4	0	1	0	0	248	4	1	73	355	1	0	1	k__Bacteria; p__Firmicutes; c__Clostridia;
4418496	13	6	0	39	0	0	2	227	0	0	0	0	36	0	0	105	0	0	13	34	0	39	0	0	2	376	0	0	0	0	45	0	0	125	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides;
176785	51	15	6	4	7	41	75	97	5	5	21	4	36	22	142	6	0	1	51	49	4	4	4	51	75	147	11	5	21	4	48	22	141	11	0	1	k__Bacteria; p__Firmicutes; c__Clostridia;
4450025	24	36	43	1	1	100	4	0	1	1	2	14	223	0	0	0	0	3	24	136	31	1	0	132	4	0	2	1	2	14	289	0	0	0	0	3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
591439	6	14	6	1	2	24	108	0	4	0	0	173	0	40	0	104	78	0	6	47	4	1	1	34	108	0	12	0	0	173	0	40	0	122	41	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae;
180781	35	0	0	0	0	0	0	0	2	28	0	0	249	252	0	0	0	0	35	0	0	0	0	0	0	0	8	16	0	0	327	254	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae;
310261	0	0	0	27	0	13	0	27	0	0	0	0	0	110	0	8	436	1	0	0	0	27	0	14	0	36	2	0	0	0	0	109	0	10	227	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae;
197364	0	0	0	111	0	39	50	0	0	0	1	0	0	1	418	0	0	0	0	0	0	112	0	51	50	0	2	0	1	0	0	1	418	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
178370	0	3	171	1	32	26	0	0	61	0	0	13	0	9	2	0	0	125	0	54	120	1	24	32	0	1	159	0	0	13	0	9	2	0	0	76	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus;
181269	129	1	1	16	1	14	0	109	0	0	42	0	133	53	0	2	3	0	130	1	1	16	1	19	0	147	0	0	42	0	179	53	0	1	2	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus;
305329	25	7	0	0	42	17	0	3	0	0	108	127	115	0	0	54	9	0	25	25	0	0	31	22	0	6	0	0	109	128	157	0	0	57	4	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea;
194735	0	0	4	0	0	0	0	1	188	0	0	0	0	0	0	0	44	0	0	0	1	0	0	0	0	1	536	0	0	0	0	0	0	0	19	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus;
174738	10	30	1	11	3	14	18	5	114	15	13	0	11	0	0	0	1	3	10	141	1	11	2	19	18	5	315	11	14	0	13	0	0	0	0	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus;
184850	4	0	0	1	5	219	74	5	2	2	34	0	6	7	105	0	4	34	4	0	0	1	4	268	74	10	12	2	34	0	9	7	105	0	2	24	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus;
179812	199	0	30	0	0	22	0	9	0	0	282	2	1	0	0	0	0	1	199	0	18	0	0	30	0	15	0	0	283	2	2	0	0	0	0	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia;
174519	44	2	0	73	35	6	14	35	6	0	27	84	67	5	97	0	0	9	44	5	0	74	25	10	14	59	14	0	28	84	84	5	96	0	0	4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales;
4326866	0	0	0	0	0	0	517	0	1	0	15	0	0	0	2	4	8	0	0	0	0	0	0	1	513	0	3	0	15	0	0	0	2	3	6	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira;
199528	0	0	11	9	16	13	78	13	0	0	3	115	6	219	6	0	0	25	0	0	7	9	13	19	78	26	0	0	3	116	13	218	6	0	0	18	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales;
194686	3	1	0	6	16	4	191	9	0	6	8	0	24	0	205	9	1	12	3	6	0	6	10	4	190	13	4	3	8	0	32	0	205	9	0	7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus;
519766	0	0	0	0	18	134	0	0	0	0	8	0	0	277	0	0	18	0	0	0	0	0	11	188	0	0	1	0	8	0	0	275	0	0	10	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella];
176034	4	12	0	28	18	1	0	49	5	0	0	0	95	21	135	0	0	3	4	54	0	28	12	1	0	92	8	0	0	0	125	21	135	0	0	2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides;
840279	0	0	16	0	1	0	0	238	0	0	0	0	78	0	0	0	0	0	0	0	10	0	1	0	0	374	0	0	0	0	94	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae];
176331	242	0	7	3	1	24	9	29	23	2	7	0	29	10	2	0	1	16	243	0	6	3	1	31	9	45	65	2	7	0	35	10	2	0	0	8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus];
178991	0	0	0	0	0	344	0	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	460	0	1	0	0	0	1	0	1	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales;
195207	0	0	2	3	1	0	40	0	157	7	0	5	0	0	0	7	0	0	0	0	1	3	0	0	40	2	394	4	0	5	0	0	0	7	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales;
198127	20	2	2	31	0	2	57	22	0	0	98	143	42	1	0	11	0	0	20	5	1	31	0	2	57	32	1	0	98	144	51	1	0	11	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus];
369017	39	6	67	2	1	9	22	29	0	2	53	34	15	32	1	8	17	49	39	28	39	2	1	9	22	49	1	1	53	34	22	32	1	7	7	38	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales;
187123	3	5	1	16	1	40	91	9	14	45	31	3	71	0	0	0	1	27	3	12	1	16	1	54	91	15	35	35	32	3	94	0	0	0	1	12	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira;
301812	88	0	106	0	0	2	26	3	20	0	16	0	8	106	0	2	5	0	88	4	72	0	0	2	26	5	47	0	16	0	15	107	0	1	3	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus;
3546343	0	0	0	149	1	0	28	0	0	0	109	0	60	0	2	26	18	0	0	0	0	149	1	0	28	0	0	0	110	0	75	0	2	28	6	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
199256	19	6	0	0	0	1	1	0	0	0	322	0	0	0	19	0	2	0	19	29	0	0	0	1	1	0	0	0	323	0	0	0	19	0	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae;
197326	64	0	11	6	0	11	0	0	7	2	14	65	15	25	135	9	0	1	64	2	9	6	0	16	0	0	14	2	14	65	23	25	134	14	0	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales;
4354173	51	1	9	0	0	139	9	0	0	8	120	3	0	0	0	0	0	0	51	9	7	0	0	182	9	0	0	5	121	3	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella;
591635	289	0	0	2	6	0	26	0	0	0	0	0	41	0	10	0	0	0	290	0	0	2	4	0	26	0	0	0	0	0	54	0	10	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus;
176862	3	0	41	1	0	24	0	0	0	8	1	1	1	0	291	0	0	1	3	0	26	1	0	38	0	0	0	6	1	1	1	0	291	0	0	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
194373	0	0	0	0	0	0	0	45	0	0	0	15	5	0	0	0	280	0	0	0	0	0	0	0	0	70	0	0	0	15	6	0	0	0	149	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
192404	0	1	0	0	29	1	1	1	0	0	0	17	259	0	0	0	0	0	0	2	0	0	18	2	1	2	0	0	0	17	315	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
508968	0	9	98	4	0	28	0	2	8	0	1	45	20	70	0	0	0	2	0	29	68	4	0	40	0	4	25	0	1	45	28	70	0	0	0	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
323139	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7;
359044	28	1	0	1	101	31	33	5	1	2	3	0	76	0	1	21	0	0	28	2	0	1	75	42	33	6	2	2	3	0	102	0	1	22	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales;
188749	2	0	1	323	0	9	2	0	0	0	1	1	1	0	2	0	0	0	2	1	0	320	0	11	2	1	1	0	1	1	1	0	2	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales;
187492	1	0	0	0	0	38	0	8	1	0	0	0	0	258	0	0	5	0	1	0	0	0	0	50	0	11	5	0	0	0	0	257	0	0	4	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales;
190240	0	0	0	1	2	12	0	0	0	0	115	1	148	0	0	0	0	0	0	0	0	1	2	15	0	0	2	0	118	1	191	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
3940440	1	17	0	156	0	0	62	3	2	0	0	0	2	5	0	0	0	1	1	76	0	155	0	0	62	3	7	0	0	0	4	5	0	0	0	1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides;
300855	1	0	0	54	1	10	25	7	29	0	3	2	0	5	0	1	128	8	1	1	0	54	1	15	25	13	66	0	3	2	1	5	0	0	65	4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae;
193125	0	0	0	0	0	67	0	1	3	0	188	37	0	0	0	0	0	0	0	0	0	0	0	88	0	2	7	0	188	37	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
4334844	0	5	17	5	6	3	85	1	56	15	1	2	0	2	0	2	0	0	0	16	14	5	5	3	85	4	157	13	1	2	0	2	0	3	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales;
524044	0	0	0	0	0	251	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7;
537219	0	0	0	53	95	7	48	28	1	0	5	7	9	0	0	21	21	0	0	0	0	53	71	7	48	40	1	0	5	7	11	0	0	23	11	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales;
296166	0	0	0	0	0	0	0	8	8	0	233	1	22	0	0	1	20	0	0	0	0	0	0	0	0	10	16	0	236	1	25	0	0	5	12	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium;
563572	5	2	2	13	5	9	13	27	2	0	22	34	14	43	42	14	10	2	5	10	1	13	3	12	13	48	11	0	22	34	17	43	42	19	3	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus];
197397	13	5	22	1	0	27	7	12	2	29	57	19	31	1	17	5	3	8	13	26	10	1	0	35	7	14	8	21	57	19	38	1	17	10	3	6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales;
186969	0	1	0	76	2	1	25	8	0	0	0	0	147	0	1	1	1	0	0	1	0	76	2	2	25	8	0	0	0	0	191	0	1	1	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus;
322258	0	0	0	0	2	26	0	127	3	0	0	0	10	2	0	0	43	0	0	0	0	0	1	39	0	187	5	0	0	0	17	2	0	0	22	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira;
343719	12	0	2	45	5	28	0	0	2	0	0	2	0	173	0	3	4	1	12	4	1	45	4	39	0	0	4	0	0	2	0	174	0	4	2	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae;
3438276	1	0	0	2	1	0	26	0	0	0	166	0	41	14	1	10	8	0	1	0	0	2	1	0	26	0	0	0	166	0	58	14	1	14	6	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
196381	0	0	163	0	0	40	0	0	0	0	22	8	1	44	0	0	1	0	0	0	113	0	0	54	0	0	0	0	22	8	1	44	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
261240	0	0	0	0	0	39	0	0	0	185	47	0	0	1	0	0	0	0	0	0	0	0	0	52	0	0	0	140	47	0	0	1	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella;
668257	2	0	0	0	0	0	0	0	0	0	0	0	0	242	0	1	35	0	2	0	0	0	0	0	0	0	0	0	0	0	0	243	0	2	21	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales;
185951	0	0	0	2	0	0	1	0	0	0	0	0	12	0	261	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	14	0	260	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia;
529873	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
176318	0	0	0	0	37	0	0	0	0	0	0	0	0	9	0	0	230	0	0	0	0	0	18	0	0	0	0	0	0	0	0	9	0	0	122	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales;
19611	4	3	5	30	11	25	75	9	16	4	2	2	8	6	0	2	3	17	4	10	2	30	6	35	75	11	41	3	2	2	15	6	0	2	0	10	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus;
189975	0	0	0	0	63	0	0	14	0	0	0	0	0	0	0	0	186	0	0	0	0	0	49	0	0	24	0	0	0	0	0	0	0	0	93	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales;
182046	1	0	1	14	12	141	0	1	0	2	0	0	1	19	0	1	0	34	1	0	0	14	7	177	0	2	1	2	0	0	2	19	0	1	0	25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
918242	69	0	0	0	30	0	0	1	0	5	0	153	0	1	0	0	3	0	69	0	0	0	21	0	0	1	0	4	0	152	0	1	0	0	1	0	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2;
184285	0	0	0	22	27	64	1	5	2	0	1	0	18	43	24	0	1	8	0	2	0	22	24	89	1	6	6	0	1	0	22	43	24	0	0	6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
4376233	18	0	0	0	0	4	4	1	0	0	0	37	9	1	163	2	0	1	18	3	0	0	0	5	4	3	0	0	0	37	12	1	163	2	0	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae;
178557	9	1	0	132	4	4	0	10	0	0	4	0	6	6	57	0	0	0	9	1	0	133	3	5	0	18	1	0	4	0	7	6	57	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus;
2411212	4	4	0	19	22	3	5	4	1	1	7	15	10	1	107	2	1	1	4	13	0	19	10	6	5	7	1	1	7	15	13	1	106	3	0	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia;
2924870	0	0	0	0	0	1	4	116	5	0	0	7	5	0	1	1	25	0	0	1	0	0	0	1	4	171	11	0	0	7	6	0	1	1	14	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae;
291215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales;
183339	2	0	2	14	1	10	28	1	2	9	95	32	8	8	3	0	0	0	2	0	0	14	0	12	28	2	7	6	96	32	11	8	3	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia;
159026	0	0	0	0	0	0	0	101	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	73	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae];
352243	52	0	0	6	10	5	1	1	2	2	10	13	18	4	63	5	0	11	52	2	0	6	8	8	1	1	7	2	10	13	20	4	63	8	0	8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales;
190453	0	1	0	0	1	31	6	80	0	0	23	0	4	11	0	5	0	2	0	3	0	0	1	39	6	119	0	0	24	0	5	11	0	5	0	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae;
1069592	18	0	6	2	1	5	4	3	0	3	27	95	6	0	2	22	0	6	18	2	5	2	0	6	4	3	0	2	27	95	12	0	2	26	0	3	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae;
255359	0	0	0	0	0	0	0	0	0	0	0	0	159	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	1	0	7	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae;
296394	0	6	1	0	0	0	0	0	15	0	1	0	15	0	0	0	109	1	0	37	0	0	0	0	0	0	34	0	1	0	22	0	0	0	55	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus;
4416562	38	9	0	0	0	2	1	0	0	0	4	7	5	5	74	26	0	1	38	34	0	0	0	3	1	0	0	0	4	7	6	5	75	26	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae;
4390319	0	0	1	194	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	1	196	0	0	0	14	1	0	0	0	0	0	0	2	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides;
196112	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus;
326637	23	0	0	22	8	87	11	3	0	1	9	0	2	0	0	0	3	7	23	0	0	22	7	113	11	6	2	1	9	0	2	0	0	0	2	5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales;
4416763	0	2	6	0	0	5	3	0	0	2	102	3	0	12	4	32	1	1	0	7	6	0	0	8	3	0	0	1	101	3	0	12	4	42	1	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus;
259212	0	0	0	2	0	0	5	7	0	0	48	0	65	35	0	2	7	2	0	0	0	2	0	0	5	9	1	0	48	0	87	35	0	2	5	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae;
350052	1	0	1	3	0	136	0	0	3	3	1	0	8	0	0	0	0	0	1	0	1	3	0	167	0	0	6	1	1	0	10	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
356052	0	36	0	0	0	15	4	0	7	0	0	0	0	0	0	0	0	0	0	128	0	0	0	20	4	0	25	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides;
290774	3	0	4	2	0	0	105	9	0	4	14	4	3	32	0	3	3	0	3	0	3	2	0	0	105	11	1	1	14	4	3	32	0	2	1	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae;
148925	9	1	34	0	6	2	0	0	0	0	97	3	0	22	0	6	5	0	9	4	24	0	4	2	0	0	0	0	99	3	0	22	0	6	2	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus;
323537	4	1	6	39	29	6	1	5	0	2	1	24	16	28	9	1	1	1	4	1	4	39	17	10	1	7	3	2	1	24	19	28	9	3	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales;
851322	23	0	1	5	99	0	2	0	0	4	5	0	0	4	42	0	1	0	23	0	1	5	64	0	2	0	0	4	5	0	0	4	42	1	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales;
183532	7	0	0	1	2	5	6	15	5	11	1	4	20	0	0	0	0	66	7	4	0	1	2	8	6	27	21	7	1	4	27	0	0	0	0	40	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales;
323106	0	0	109	0	0	34	0	0	0	0	7	5	0	15	0	0	1	0	0	0	61	0	0	42	0	0	0	0	7	5	1	15	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
288309	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	88	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales;
358712	0	1	0	115	0	12	0	0	0	0	0	0	13	0	30	0	0	0	0	1	0	114	0	17	0	0	0	0	0	0	14	0	30	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
3507351	0	15	0	0	0	88	0	0	0	1	0	0	0	0	0	0	6	0	0	52	0	0	0	106	0	0	0	1	0	0	0	0	0	0	3	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Phascolarctobacterium;
4311647	0	2	0	3	0	0	0	0	46	0	0	0	0	0	0	2	0	0	0	2	0	3	0	0	0	0	164	0	0	0	0	0	0	2	0	0	k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Victivallales; f__Victivallaceae;
537370	1	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	121	1	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	90	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae;
178759	0	0	0	128	0	0	0	0	0	0	1	0	4	8	0	1	24	0	0	0	0	127	0	0	0	0	0	0	1	0	6	8	0	0	13	0	k__Bacteria; p__Firmicutes; c__RF3; o__ML615J-28;
526682	6	0	13	6	2	1	13	3	1	2	43	9	7	9	15	8	13	8	6	1	8	6	1	1	13	5	1	1	43	9	7	9	15	10	3	5	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces;
327149	126	0	3	0	0	3	0	0	0	0	2	0	11	0	8	0	0	2	125	0	2	0	0	5	0	0	4	0	2	0	13	0	8	0	0	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales;
187882	4	0	1	1	3	87	0	1	1	0	1	0	3	3	2	0	0	15	4	1	0	1	1	122	0	2	4	0	1	0	4	3	2	0	0	10	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
1109454	1	2	1	0	0	70	43	1	0	0	0	9	10	1	1	0	0	0	1	4	1	0	0	86	43	1	1	0	0	9	13	1	1	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Citrobacter;
189828	1	0	0	0	0	1	1	0	0	0	0	1	7	2	143	1	2	0	1	0	0	0	0	1	1	1	0	0	0	1	8	2	144	1	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
495394	0	0	1	6	0	0	30	0	0	0	0	77	4	3	2	0	36	0	0	0	1	6	0	0	30	0	1	0	0	77	4	3	2	0	20	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella;
