	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	taxonomy
43	675.8724937445	750.1257468257	484.4340035277	399.2005305841	470.9627951608	559.1773742458	848.3697780129	676.6992377048	747.7745803744	718.0272955882	847.6486041021	634.0190450799	666.8509544631	726.8499280859	342.19555696	308.0904484057	623.4231346434	529.6402576928	348.2023688132	275.1479209748	396.5987444767	335.3746420473	484.974714345	618.6429987449	478.8590409367	548.2663848123	171.1648548332	171.4617166999	484.994314611	454.6748904638	382.1254286376	431.1415106294	399.3473713624	578.7622745063	590.1952378021	653.4953594778	496.532248246	509.7782233256	269.2130631081	332.6392594277	645.202723791	671.0025742687	457.7712969615	495.2531152234	Clostridium_sphenoides_et_rel.
44	103.6762012137	138.5361609167	132.5340335624	169.182025934	134.0894417415	123.8862101079	102.5927315714	108.5858760828	132.7948847716	124.4399153356	138.3176725013	130.5490912727	118.7775551801	85.9736605652	101.7066514344	82.1746802496	131.0426618219	150.752629083	173.3671152588	208.3246033494	140.3309238459	118.4431148315	85.2502682961	117.9217258106	112.2606842964	108.1684985776	86.142247953	92.0419266632	98.3990939118	103.3095679007	125.5048103924	100.7274359257	73.7049181023	80.9580968285	92.8030846144	116.1185653038	96.7266483075	92.046589452	145.8585755061	151.966546691	166.9691699107	152.0003783464	121.0193554146	116.1485182325	Clostridium_stercorarium_et_rel.
45	386.186831053	520.7724822995	468.0772584682	530.00987532	500.1490317923	418.987883276	566.5274752903	490.0445015894	595.2904774525	756.9127269641	675.2456676981	795.2696694426	779.499125176	640.5233797082	403.6699046836	338.0714856067	561.6337124845	620.9075435039	988.2521306448	715.5884816571	370.838591292	314.9796554593	413.1608815744	582.6974354771	413.3120092347	472.2745806951	261.0421146685	299.3581588074	521.866122761	358.6266736492	547.5125212671	493.4721261576	425.8138424708	643.3815266038	601.6203837225	661.2842250335	457.9594166404	458.5894276832	343.6434291516	332.3905081769	581.9077288785	633.8574195807	448.6495783398	529.7636066978	Clostridium_symbiosum_et_rel.
46	54.7374957247	65.5176446262	71.4462170865	65.1808451404	54.1444547268	59.5604887955	56.1613406108	66.9222421145	60.4040773233	73.4252391099	61.3252346263	71.6463760479	62.1996696127	61.1748845296	55.7421983145	57.2097629149	72.6114980306	65.1508070801	61.3283099169	60.6709216979	54.9670423659	65.9504960762	57.2530965464	61.2515943743	55.9118639481	56.082665367	61.0713433906	56.449524618	57.3207199136	56.8173997269	58.2685801863	54.6499693998	64.8455881499	53.1332522254	57.1006541099	58.0797492515	57.6706094215	53.9892689397	57.2668110654	57.8325591616	58.7751145608	59.1055319324	73.886794238	65.3340919874	Clostridium_thermocellum_et_rel.
47	152.5872227499	219.6860705628	279.7363584237	248.2235547875	78.0887604004	86.7062106229	132.1693659782	201.5734299653	111.1032309408	113.3455062514	165.835793813	184.523721651	112.0284317259	110.5936363785	121.3365319103	168.3722252572	91.5082955147	89.6616744619	96.5686725067	97.0101774017	118.2747191672	166.1765919895	136.0809856283	178.7039693491	213.8251284202	244.8473003664	274.0641622586	239.8170406473	121.8995519463	126.7741303939	206.5083514001	229.1076509956	260.0505837254	304.0295187099	92.1372335926	93.731914066	209.8230311626	266.4779467997	181.8499497349	180.1051062416	115.2414080114	101.1260202268	158.2265340447	148.6472449085	Collinsella
48	161.8454384652	180.8030341441	109.2474752928	114.7462375974	166.0482394177	152.7855694826	62.8511804566	70.7091943988	195.4827919052	243.8536012716	101.8920244899	100.4436759329	65.6614166152	69.7141882654	71.8594410824	73.3865389348	140.7118619487	149.710027219	161.9538323771	148.1862335434	102.6370067654	114.3542110637	197.6223784085	186.9826238916	125.6911865942	136.3132851857	71.3970582863	71.8412263226	115.8640996263	111.0914601833	103.2446896804	120.2739218041	59.0842314888	83.9866334223	104.7427815921	163.5996812982	146.931385844	255.0474404297	94.8057313367	101.6967410356	124.369096942	107.1555855038	141.9077258448	108.1920640197	Coprobacillus_catenaformis_et_rel.
49	561.229009894	813.4590637538	1076.2026784851	1186.3056224645	1172.1863699145	1385.990451853	857.7000480249	728.7346126522	1197.9835616968	975.9498119677	1156.7396275593	869.3605018664	1266.1396817106	1260.2567778535	567.388362838	648.8659268954	793.8283786495	866.363246843	548.2503969699	629.2267375266	1081.7341113469	923.1303569895	948.0020018394	951.0947994893	728.2340413094	882.5600815883	337.3139749943	422.4083325871	781.3450753006	897.3269772746	1068.3570380353	912.6028871599	1347.2490774463	1851.5590002425	1007.438669502	1211.5520361962	1088.6202005955	2038.1260278575	802.4679764852	784.6218512225	1762.2414499638	1863.6633247585	1052.4473776127	1456.9065440346	Coprococcus_eutactus_et_rel.
50	58.8043407091	63.9453138138	70.1476695659	61.9549941617	57.0580340579	69.7960381209	55.8943750686	68.0351961604	66.1095380423	80.3035993649	60.1572366725	71.657041972	59.5292672896	66.5535554514	59.8276317333	58.8932761149	62.0677839618	73.8240831413	60.6938221329	69.3406921406	56.4877907574	61.3714187664	61.2088460176	64.4863935874	59.2110255447	60.0306113448	59.2387499209	59.8232096692	58.2788431653	59.7134550605	55.9713326087	55.3985721656	57.3162632235	54.0982608272	60.1587272792	61.4765772497	60.4365592064	60.3153908114	55.4325278801	57.7449712296	62.1950466955	57.264079967	75.843670039	73.9841540714	Corynebacterium
51	60.9618041978	75.2026826678	89.6074719994	79.3837230074	58.1587106633	73.2966613247	62.01182169	99.0699240205	69.4091491459	101.687895177	64.2547021705	92.1891645964	74.1827811298	74.5971966905	56.1685178215	55.9846762964	100.9237536846	111.1758097358	74.9277362082	79.5917032064	58.9388505597	86.1140071587	66.6522229016	81.4765236176	58.8924619181	62.6382560058	58.0819727674	59.7537627153	64.5083651517	65.0825827489	64.646543236	63.0206435307	68.4758946407	77.1435330956	65.9503225231	69.1896363143	60.0946439972	62.00451596	63.6544263291	62.9027569332	69.553901749	62.7083479391	75.5475691114	74.7727839521	Desulfovibrio_et_rel.
52	80.1723459937	110.816376591	161.6856494485	193.6798276419	61.6299686007	68.9984160552	66.4113468519	58.8307579075	122.6787201752	196.8183332871	73.6028448493	78.6612207991	175.7331799556	144.9061939609	57.26541865	55.9874328578	397.5024249253	288.2750765653	58.7357030561	58.5806851922	95.2035033188	136.2894604136	58.2797444892	63.0018193502	53.9544145951	54.7022320937	52.9673192268	54.1829979516	68.2932785725	55.9590099545	65.493392705	178.9075666724	75.3504851871	77.2877836282	58.7417305872	57.0801695452	457.5176822438	144.6744976173	318.2157443523	273.6198886502	348.8333063079	338.5759542168	59.242586724	56.2992064038	Dialister
53	479.3689886258	656.9415692905	439.8957557941	535.5822490176	509.669411534	561.2721382311	691.5766660145	612.1625851428	905.0511079873	648.094993373	810.2602047464	612.3302130916	919.3528728648	978.63365376	353.8345095151	390.6609802565	649.6989950902	639.9300731283	1254.2831037439	1215.0034886396	443.8894784528	382.0725756794	475.3651782513	525.7438980244	606.6127906278	719.0279635824	410.2688475942	380.4850422442	369.7508908996	454.6433532719	605.2269363753	609.2137235348	552.8808080652	630.1999895122	595.0355875508	840.2189925179	682.9331684394	913.5048648556	526.0238876032	540.170773683	1017.5961250063	1019.7528178574	443.2162603019	496.6006615718	Dorea_formicigenerans_et_rel.
54	75.4603346957	84.9281417778	86.7603934129	82.7572995913	97.4646495801	113.3398024951	97.8705702969	109.2951710771	127.0930330471	131.0108327837	78.3935643731	107.7402179875	108.6580451445	107.3581513435	90.2024052131	106.6838207003	103.3957225739	94.0393005785	102.8956092886	97.1588518033	65.4852228243	78.788200363	87.319941953	103.5940175358	85.6363668509	83.9247992938	110.4627613552	128.2647476734	64.4074709321	67.3938561069	75.2151712876	81.5830421237	92.0195194227	105.5818479294	67.5249866089	76.746095784	85.1396206937	81.0410005473	137.6834021904	144.8010174865	112.6426059988	97.1196787429	88.2381651188	89.3332031344	Eggerthella_lenta_et_rel.
55	72.3907155882	74.5818990704	86.3871112973	75.864352918	70.8166094716	71.4189471043	67.3625546266	77.0679467316	79.1276690261	83.4801847258	66.0209304027	84.9059320869	68.386774367	76.9773217739	66.1188739682	65.5253646815	103.292759202	88.1445293495	74.1771978297	72.5174179303	73.577004577	85.2227304889	71.7090571328	73.6723510374	72.539218021	69.5486799709	82.1127111542	146.8755793447	66.4014105899	65.6077010397	79.7313866565	70.3719710028	67.5890157767	64.5479052288	78.6117293748	124.7819803161	69.372725014	67.6310145477	65.2147357327	68.0289103427	77.8905037835	78.7004060988	66.5579502385	68.4151867692	Enterobacter_aerogenes_et_rel.
56	67.5382676139	73.7819356791	77.4508051696	70.8655363681	107.8516162212	68.7209093079	68.5609026858	82.7681002098	103.4331358949	83.4137090452	69.9382573557	87.8321673932	98.2929774575	110.1472370028	62.6300185272	62.2278721032	74.9574775576	78.9434615932	84.1176888277	84.2718874022	62.2500913492	76.5049653649	69.9706135151	71.2683264141	68.4015795603	68.6935076509	63.6973545951	65.2094038034	62.1111724794	63.1337329065	61.0586476015	62.3356918828	59.5809039621	63.2694841897	79.0730507979	109.2631635135	66.0669591954	74.92904453	70.1710862784	71.097372655	76.0936185631	70.4651605763	72.6690539243	72.8864635614	Enterococcus
57	60.1022789487	60.8516524473	64.2399594615	62.9702500895	60.9215106993	66.6278316765	63.7530367611	68.8599644465	76.6067485431	66.1483859796	62.7479881035	78.6334763251	66.3045383796	61.4209254741	64.0318056241	124.6519179255	65.2373138634	67.0647227803	71.4836829917	64.1391783051	61.8329531467	63.2027957562	67.0243189456	64.2132617806	61.075622589	60.5601315694	370.4086760264	70.4723111603	60.0758373903	60.5132634086	59.8135642648	70.5083124745	57.0952693906	61.7932093205	65.9650218858	73.6263458546	61.1512726123	67.9015950833	60.9465431859	64.125864276	71.6507937229	63.4183832191	60.0270783235	61.1064899112	Escherichia_coli_et_rel.
58	124.4095344646	135.1957161026	116.1725389157	126.9432768698	90.0565679468	90.4688530938	145.7054615053	134.4555792781	81.6954531943	89.0749568426	86.5533546523	71.497725928	106.4668430458	134.9502413009	499.9201505006	606.8182835971	74.1972777236	71.7312052327	74.7257412982	72.6236250752	111.6939227603	144.0844366051	110.1290888495	113.5476553245	418.7923983202	410.8176760983	226.215018665	306.3576830813	101.3718760077	109.0114976044	114.2733323716	120.0779032889	266.1157073248	342.8063732095	96.6294776103	100.0370890694	117.492855748	137.1498627689	106.702844969	89.2654069982	119.741196567	109.6459284617	81.2026834346	83.1110245925	Eubacterium_biforme_et_rel.
59	57.9668810768	61.7737159915	61.5795819599	64.3652528056	64.1740979556	67.1297379522	55.4396182215	58.4312898413	134.1040671418	111.7113668795	68.0549305476	87.2470361007	283.3093284355	254.0212793631	54.2816796568	55.5582506658	78.8852122973	74.2497296726	111.458003069	138.4201402184	66.6008088327	62.6564904324	60.4265196853	62.4548094846	57.471316016	57.2479670157	54.7084466285	56.5644657413	58.1489297975	61.8935932748	53.4617310026	53.5578110098	53.8835949446	53.8166151616	59.8084774995	67.0318233021	59.1731408904	63.8908005898	54.1067419165	55.1221445281	110.4068679163	74.8222358969	63.867190419	59.9002804952	Eubacterium_cylindroides_et_rel.
60	1388.2662053893	1384.5840570607	1346.9428965607	950.0551346844	1763.8280687709	1968.8600055098	1349.8345413577	1208.7360542555	2447.5896001946	1266.8188490074	2085.1724377778	913.8210818798	2955.155376114	3023.3105670811	830.1140954927	1253.1584017614	1705.1077252235	1424.6257337076	1751.6517760532	2243.5649615332	944.9379848987	1413.1700204416	975.2807055277	978.1736439588	2307.0869582676	2067.8127122818	2140.5067592273	2836.3522620388	1523.4202691283	985.1331917275	1630.7739246606	1527.5233533511	1474.2962243659	1632.5907565843	1077.2956157096	2179.3584981503	1017.4663816612	2033.139535778	1894.2734500935	2087.7948342489	3436.761935256	2754.0827564355	1020.2627647521	1184.0732509863	Eubacterium_hallii_et_rel.
61	65.9744794334	65.7418954372	65.3568883153	65.7358143137	67.9796210982	63.5105563801	72.8087142514	74.24601504	82.2187329256	65.7862835773	77.09986408	75.3196332677	92.4468061478	91.9615732323	65.520856834	63.791319419	76.4122760844	79.6414871585	72.7335392014	86.4085906985	66.3323137171	68.2102106548	70.1584172433	72.5500138091	69.5121897482	66.5055248651	77.6207772133	71.8241241671	64.5638259186	61.3927220362	68.7045674382	69.8792679526	65.4109723067	67.9646760433	70.8786398569	97.0261578525	65.2977836877	77.3680816348	70.7405677216	71.6897852397	78.793122229	73.4353307452	67.7393370465	66.4496634086	Eubacterium_limosum_et_rel.
62	578.3099351463	563.302741176	438.1541581996	485.7089722595	507.2794047012	384.4074455024	676.388145764	515.2626160387	459.7887854722	489.525788086	640.564261274	296.1270810101	598.6880378243	490.0993897858	464.1818051218	390.2920630708	298.5607101485	510.1364513065	317.9425394491	282.0200128823	561.4315835255	267.0510344059	457.0761611407	588.4132320614	902.8115854469	942.1183559661	329.8149563453	309.7771652694	626.382452444	635.5083295873	675.0768093547	645.6313418676	935.7958475805	880.078037933	531.6117016335	582.1384306554	603.4075755491	542.4136237463	423.101966884	393.8194246678	469.3478105981	596.1822982172	493.1425016216	626.4081788858	Eubacterium_rectale_et_rel.
63	94.6407562055	91.197962666	95.8537354946	113.5702732436	115.6839003545	115.1428614153	102.2568927189	108.9635427067	105.4534621623	93.6436732522	159.7133427037	126.0769412521	101.7564260005	101.041185315	124.8648772791	119.890901572	100.0854669226	113.5008349959	116.3749767828	205.0833048251	118.5203301243	101.3966735342	171.8847947233	110.5349033938	104.1917607597	94.1158941489	159.2884893729	171.7769282226	212.1956401977	234.8332334307	167.9688590294	124.8056891773	80.6655159477	118.3369542252	63.6452458562	68.8598616498	117.6659510164	102.0607195112	137.4940597505	144.8562226267	83.8715674259	103.8543411795	103.8931236691	83.100051959	Eubacterium_siraeum_et_rel.
64	578.0811276275	585.3279583426	192.6426314301	208.4513547102	442.7294487348	359.6849635341	708.3277696745	575.7971436312	1046.5252166136	1177.5964516515	597.011699344	695.1425477293	1048.8427263246	943.4709737857	432.7510468399	271.9271131483	304.311838861	466.6993210211	210.5106198827	224.7954734149	400.0886941412	432.4282503746	352.6913698787	444.5406252828	1225.0173086111	1125.0342918296	482.4970529483	584.8768719916	419.1829962554	298.6831325308	645.5446612004	600.6899114696	459.569555474	447.3368071851	640.5291887339	915.0528679858	518.7521051629	641.0168693096	343.4590758251	385.3822962296	452.5760348399	841.3640668756	973.156653868	879.6850678908	Eubacterium_ventriosum_et_rel.
65	3382.5524146035	3585.3265889178	3178.4354675946	2304.5776584697	3374.1588299466	1620.422509655	2259.2953236259	1332.6707074881	439.7486192348	804.88081487	2244.2754986075	1658.1790410318	551.2163916436	321.3870617824	4350.379643562	3451.5688515114	299.0389193287	420.3603034917	1219.053782421	989.5557285918	2320.2466818187	1145.5246768189	1219.3786289657	2548.2411833532	3490.0379225314	4509.4460698195	541.1611713443	383.9538407528	3482.9357307366	2487.9603506482	1317.2677073124	1448.3481293597	3686.6259178923	4974.246872252	1940.0520943464	1889.5954757302	2565.0410159343	1246.8951899203	710.1033368878	573.7343814155	890.6331531772	1899.6265178739	1793.714051737	1463.4345645026	Faecalibacterium_prausnitzii_et_rel.
66	59.639231932	66.6966653658	67.8319926215	64.9117597578	56.0022533205	55.921143775	57.1070250646	64.5813066949	65.2304246436	69.154127812	61.5099497658	70.1767804765	60.6375360903	59.0170554199	54.6547558032	54.442947723	62.2944839268	66.53300435	60.6813738917	61.8848693497	55.7067165854	59.4926483897	64.1517457727	65.8385828587	61.8509823231	59.4338392498	53.8359480199	56.0206960402	57.3739102125	55.4473830452	56.6134019465	56.4215221384	56.4152537367	53.7673196597	61.8553038919	59.2396811016	57.7062667761	55.3491167116	53.0138504231	56.4120502135	59.4674525012	57.5021423206	57.9738930508	61.2124553045	Fusobacteria
67	69.0903379919	61.1914761012	60.3486958216	58.778039788	56.0440624615	57.5604550225	70.4123577462	60.6341229391	58.7096914997	61.0608442403	58.5892146315	62.0260928935	61.4661670195	58.8459705173	56.299247316	57.8607096184	67.1636743974	62.6492502006	64.244140328	72.1775151349	54.8355768854	56.1071977657	56.8470451131	61.4667972066	64.6083026635	60.9681955182	52.5150622072	53.8990479248	64.456866655	63.0892300106	57.552634328	67.4030719344	54.5079531271	58.4817963113	62.7570847796	74.8350031362	67.4394298509	68.8074597422	54.7989540379	54.5044102087	56.1833587254	59.8844835444	60.8066643875	59.8731884738	Gemella
68	87.24915058	65.683101265	71.2391169152	61.8721353746	122.7921725904	60.9568429318	97.6368527316	94.5278073112	84.4606970519	60.8459136084	75.0646003613	68.1756922557	95.8420998316	111.2317496282	67.2927451481	72.3388862291	65.6917671366	73.5191604087	101.9045953765	99.1005659342	63.0309465976	56.8439743179	67.2829828844	65.4003455951	85.2003177785	77.4791487662	62.6161396026	61.7366338237	60.23652354	67.0925677066	65.9041090595	73.9936833265	58.4060503378	80.9777932449	78.3917362409	127.1522233429	74.90827823	120.6143595384	71.6661274328	68.7530899644	68.822306655	72.4583773544	63.1887107323	70.7667767572	Granulicatella
69	62.1141919579	57.0980312422	62.834365197	62.516275909	70.9589473452	80.4254153791	66.3307290057	60.8285754303	58.0999249386	59.0568915594	57.9032049896	69.8386060892	66.7823398328	64.1464436644	61.1853373262	85.4921788157	66.934198629	68.5014314902	58.7127230168	58.8847103634	63.1493910472	62.5706546856	72.1378034651	60.5000537426	55.7858841599	55.3378831002	229.5271818462	111.2974152963	69.4902532407	62.0628238268	68.6152615817	63.4234706872	59.6495689799	62.1294276803	91.3958030906	212.3733847484	55.9701949115	73.9011272286	61.6670921685	68.1575936995	68.3418020381	70.2685747317	60.7467764196	66.8493666405	Haemophilus
70	57.0623603066	61.0730321099	60.4662562031	64.9630277083	57.1221365625	59.8660692772	57.1927738042	59.5158223183	63.4136386047	66.875211164	58.7964579684	61.7150654919	59.9637107112	58.1829194462	54.3472385909	53.4856415791	68.9570450107	69.7159035151	62.2252083576	63.1767146979	54.2090684012	59.074471465	57.841911069	59.6101029224	54.8222869371	57.0590254204	53.2568373242	54.0440452071	58.0485288765	56.4254477325	55.3065293917	55.7691928479	55.1828892461	55.0131572226	57.6692447486	59.8980797774	56.7514821096	54.1851772124	54.3013306125	53.7387143716	56.7284518873	59.8808531284	59.6639506957	61.8073346016	Helicobacter
71	70.3893023489	70.8228762716	79.2448751398	75.0240770834	67.1058579538	76.5688418231	68.2520731331	71.9377893454	75.8764883534	74.6384586639	67.8859680238	76.1199732187	69.1379610328	68.1978778609	70.9360975492	90.2433545502	89.9769082423	82.1049133169	79.8813682548	76.6795880853	66.8168105276	70.7456672116	73.4856392939	71.5332681726	67.9842685878	65.370076933	260.7068368126	101.4025468334	64.1788968027	62.8261446365	63.2850943247	66.9804181083	64.2074184937	66.3729131911	76.6959857236	93.1636672432	66.312093675	76.7704008873	64.5859427616	67.3828918355	74.6103090822	69.5168800238	64.2884291904	65.1139247175	Klebisiella_pneumoniae_et_rel.
72	753.413094743	827.2892645841	375.9542596885	412.2041116757	738.1643175519	388.6634943958	525.4143647975	359.5742228169	310.5058946667	296.2546054592	352.8591300325	184.5640655006	303.9009673462	367.9872007214	485.5669531377	543.5813333254	225.8839043992	309.8255051849	214.0470870004	241.4428503093	669.5041119415	222.5424712715	375.7826517888	455.9686454798	389.8326068159	350.7375748008	344.5455074246	275.5797477981	356.0458895793	369.2755994837	447.9588076029	371.0054358101	695.4016873341	557.8612576822	364.411003035	443.3086140417	378.0594467759	386.9592446813	428.9347047096	396.0121708471	470.1887594477	508.4635667402	478.2894533652	516.9961116832	Lachnobacillus_bovis_et_rel.
73	325.3839941122	306.7066573273	351.0474615648	493.0876042217	291.67751678	348.2399044767	650.2368323382	545.1050766306	224.0810356362	224.4167840248	356.0481755783	206.4491964185	601.3673304842	513.3862511981	449.8139407763	424.7485273487	206.7595035607	278.0762948942	332.6875386345	232.3910747264	480.5525081024	422.0101523958	347.385681356	407.1399500858	467.6630440256	483.5097484178	277.9438091565	305.7535200361	369.6527974746	398.6352670322	568.5371740259	462.4519324937	365.3547675368	594.5799252825	592.6475018339	678.7621700913	479.931186259	608.6935526716	424.9731647797	394.7531445604	453.3573149176	377.8803196355	385.0558779805	473.3525451397	Lachnospira_pectinoschiza_et_rel.
74	54.0053388388	52.2104738921	70.6934900794	53.5132511015	49.8868638775	57.5980773127	80.3289527734	51.6786167044	51.2714640071	54.8337874783	52.3999780136	61.7178590407	59.5599384052	60.8951147074	53.1337182122	53.2628892163	53.1710191716	57.091454727	55.376250413	51.0127425942	52.1911595404	57.9199818059	54.8011091524	54.2162714646	53.4438632362	52.0510000586	53.9402378876	53.4816514173	55.6111660732	52.3472968596	52.0316526914	52.5285317169	54.4607211923	53.0172071886	56.7360572253	53.2831128976	53.738787288	53.906615329	51.9146037799	52.1226809927	56.0091694336	54.5001347128	64.8037298347	55.34684946	Lactobacillus_catenaformis_et_rel.
75	71.5781220499	183.1481739335	66.1205206206	65.3799132061	65.3097573603	67.935411607	73.7404028123	72.0963182694	77.1929131475	65.1328941566	69.3096258528	71.0792992801	63.1553021206	66.9100284781	64.1397965843	62.0763672971	118.9072281086	67.49936188	85.4272402395	64.1377867226	63.493741044	64.3492125881	84.8416194386	63.917068077	81.23768634	66.5154012946	62.9394742309	64.0218544358	63.002067481	60.4271791928	59.8062300246	60.4040827429	59.3742157946	80.2004640043	60.2853828643	73.5714305668	69.6087181647	64.4589586411	84.9604770997	77.5569579469	65.0803430407	65.9449134492	62.1815026845	65.1792072348	Lactobacillus_gasseri_et_rel.
76	62.6852265947	69.555437456	70.305832089	70.7937207156	64.4052902848	85.8581378848	64.6967547573	65.2583716	74.2855626358	77.0836645946	66.1000615925	92.1713409027	61.3207201528	65.0322278408	60.8795512237	73.4150299477	67.9681481087	70.7077374113	69.4856145932	74.9024636795	63.2594056926	84.8035450817	66.4272103279	69.0624575865	65.4866423033	81.9583243048	57.6279602403	64.7819117502	58.8340086863	57.8993072952	59.6915564959	59.4104776247	59.665022906	62.2413123481	62.4501939297	67.2413866184	65.1926378443	79.4440869302	59.4263229774	60.4655168412	63.7080693136	99.5524345706	62.9948393219	63.9970813065	Lactobacillus_plantarum_et_rel.
77	63.8854455965	61.5181149666	63.671260192	58.4515416012	74.7804381118	62.0427135018	67.298970033	66.0551470961	78.8361089073	63.7210886548	66.3142427263	64.5477297438	66.7650951971	68.940251256	60.2929554154	61.3735384578	64.9111180846	64.5706617604	65.7363005135	68.779497672	59.2068959529	60.8029137697	62.3795186774	61.3722349528	62.8726606542	60.6993495205	91.6147857931	102.860800872	59.0059906379	59.2461297866	57.3757397239	59.2213325098	58.3048191486	61.1328766015	62.1029174605	72.8879355397	63.1671634783	66.2546546589	62.9721937712	62.5499109875	64.6300696057	63.337584292	63.6742084619	64.0922130946	Lactobacillus_salivarius_et_rel.
78	67.2467291667	71.4719390824	78.9697407771	59.5584614462	65.4435973413	90.4326424079	66.5034570577	74.6173871159	315.4289358618	67.7899137022	101.1479879702	94.0215278838	774.9101610504	178.7260984365	58.433235261	64.1775915812	70.3721797395	69.8112143498	196.1341742145	141.6248432015	230.5608651078	255.8176604044	319.0316425002	186.4853308	86.4604784042	59.7927663016	115.528722163	59.0045803749	89.2252410903	87.7670634523	66.4958106799	78.9998346591	72.5828390568	98.4797813053	62.5197158913	63.6849597052	104.5236635731	133.3629300531	75.320279628	64.8166500416	235.2612735729	56.6407556885	74.3682426161	63.3748689135	Lactococcus
79	61.3543317684	63.6198180216	65.7779834515	62.8801202314	61.2706370118	60.0578774723	68.461806505	64.9088131328	64.7969424815	98.3614440646	62.8077396012	67.3346880341	59.7663728007	69.3285368542	54.5151797683	55.017281327	63.6167313034	70.5906992754	65.8205370699	61.8654299256	63.7846669753	69.3357341136	66.4260587217	69.4344993736	64.1482674006	65.2304485307	62.6130569808	78.807937831	60.7784326322	63.4133368555	68.6118149492	59.9535967136	57.782963545	55.3812888392	80.8682266034	96.3308229807	63.340643604	56.9595442165	58.4735655173	58.2149168269	61.4766405164	63.2909125377	60.7278750971	66.0535340906	Leminorella
80	55.4987937124	59.5290250324	64.2669032297	60.972125123	52.7678321923	55.7542514747	57.3155683377	60.186048782	59.3488560257	63.3776467009	57.1368774513	62.9303449016	57.6358484045	58.9158601724	54.553851845	53.916487051	65.2093059366	67.3195561547	60.4661190721	59.1488590106	53.2613267987	58.5879726902	61.3864244278	57.8946873703	55.2282247061	55.4928283673	53.1391543014	53.3181055502	54.5554178605	55.094866255	52.818642989	53.1973632975	53.588612822	52.8913143591	58.3565844283	54.5291486588	57.9212939258	55.2838813776	97.0906956789	121.3585883656	57.0212157341	54.981045338	62.7822330238	62.6685551206	Megamonas_hypermegale_et_rel.
81	57.0505282112	57.9754363898	60.8330003688	65.0515695833	55.5641252461	56.9316806018	63.4663686771	62.2068421879	158.9083186872	166.9472699988	56.4725177996	64.2692481638	61.4357750568	57.6070868656	59.1112181021	59.2505212939	66.6362562857	66.5278338779	60.6561267312	58.4155785288	55.5267914572	57.2437711482	57.0255302409	60.2460759891	62.2276460537	62.9302859724	54.5409542291	54.9928493716	58.3937548645	55.6802459251	53.711000146	54.9033942886	102.7345125245	113.4442559521	64.9114711501	62.4750133581	61.2872170778	55.9874207858	57.529946858	56.5028162022	61.6472638419	60.5288917609	62.3280988861	63.7852312922	Megasphaera_elsdenii_et_rel.
82	55.3510149866	55.7107609844	70.9029410111	60.1039199397	52.6822994296	63.7420089357	60.3242444905	58.0083230661	57.3012243054	57.7088760104	60.1582901526	57.6693864131	57.4950880525	58.1450458743	52.3325834648	52.9428995958	81.9528974348	66.2484961336	65.6753118805	69.0105956733	54.7979072444	53.5942947572	59.358799306	72.9722922343	56.0959791993	56.6093896947	53.8006513438	54.1459895881	57.2370277254	56.4078745885	64.3443159331	65.1484428245	54.0728941238	53.2139916261	63.6157324172	59.8072858301	56.6646433585	57.5055333535	53.2238799709	53.6419728558	53.2626302668	52.0874918134	69.8183439471	65.4663201759	Methylobacterium
83	56.6559298348	65.6628819486	76.2711973547	64.0358748785	61.4874005949	62.6090474928	56.1846811634	83.2883415047	63.9004676659	80.6599563983	59.7058011619	68.3968123196	73.7310953239	70.3604046485	54.4710915285	54.6316914083	71.9576660922	73.5944587604	62.0640088882	68.087234759	57.0683939395	67.2998482865	62.1142012974	67.5827963518	57.4588773799	56.1490724469	54.6948353912	56.9555354932	56.8055590466	58.8613673907	55.6910692636	55.2236455611	54.9869362774	55.8158857735	60.1949328669	68.5710934221	59.2796954491	62.691959586	54.6210377982	54.6197015016	59.407240651	57.0811504408	63.9446128566	62.3047177216	Micrococcaceae
84	52.9822097255	57.1917649539	61.4920171437	61.110758992	52.2911614847	55.4453087559	58.1051183214	57.5258189893	59.2878537059	57.5057508211	53.1558972833	69.8774515652	57.7761309785	55.2520633271	56.1723609635	55.7681035093	68.1522169283	65.4053772886	57.1167857178	56.3358729694	53.0776247406	55.7134143898	56.1768606944	55.3809225694	53.4197680821	55.9264594194	67.8661150142	53.0673290872	54.3463446265	53.5818463861	54.1532486352	55.3197282282	179.8362010336	2389.6265421639	56.0700724941	53.7784152319	57.4810753383	54.9090103832	54.6237894155	54.4501750815	56.1399811308	53.4316721647	64.1913555546	58.2316176885	Mitsuokella_multiacida_et_rel.
